ticker,longName,currency,sector,industry,marketCap,trailingPE,forwardPE,priceToBook,enterpriseToEbitda,dividendYield,freeCashflow,returnOnEquity,returnOnAssets,profitMargins,operatingMargins,debtToEquity,earningsGrowth,revenueGrowth,trailingEps,forwardEps,longBusinessSummary
MBG.DE,Mercedes-Benz Group AG,EUR,Consumer Cyclical,Auto Manufacturers,43558522880.0,8.617424,6.6458864,0.45854455,10.783,7.58,-3902625024.0,0.055960003,0.018660001,0.03885,0.06163,110.208,0.2,-0.033,5.28,6.84634,"Mercedes-Benz Group AG operates as an automotive company in Europe, Germany, North America, the United States, Asia, China, and internationally. It operates through Mercedes-Benz Cars, Mercedes-Benz Vans, and Mercedes-Benz Financial Services segments. The company develops, manufactures, and sells cars and vans under the Mercedes-Benz, Mercedes-AMG, Mercedes-Maybach, G-Class brands, as well as related spare parts and accessories. It also provides financing, leasing, vehicle subscription and rental, fleet management, insurance, and digital services related to charging electric vehicles. The company was formerly known as Daimler AG and changed its name to Mercedes-Benz Group AG in February 2022. Mercedes-Benz Group AG was founded in 1886 and is headquartered in Stuttgart, Germany."
SWED-A.ST,Swedbank AB (publ),SEK,Financial Services,Banks - Regional,453418876928.0,14.61427,15.860848,2.1899593,,5.16,,0.15016,0.0097,0.45124,0.51436,,-0.089,0.058,27.61,25.44,"Swedbank AB (publ) provides banking products and services to private and corporate customers in Sweden, Estonia, Latvia, Lithuania, Norway, the United States, Finland, Denmark, Luxembourg, and China. It operates through Swedish Banking; Baltic Banking; Corporates and Institutions; and Premium and Private Banking segments. The company offers saving and investment solutions, such as savings accounts, mutual funds and insurance savings, pension savings, institutional asset management, and other savings and investment products; financing solutions, including private residential lending, consumer financing, corporate lending, leasing, and other financing products, as well as trade finance and factoring services; and payment and card services, which include current accounts, cash management, cash handling, debit and credit cards, and card acquiring, as well as domestic, international, mobile, document, and other payment products. It also provides trading and capital market products, such as equity trading, structured products, corporate finance, custody services, fixed income and currency trading, and other capital market products; other services, including administrative services, treasury operations, real estate brokerage and management services, legal services, and safe deposit boxes; and private banking services. In addition, the company offers pension insurance and plans, endowment insurance, and personal insurance products; mortgage lending; mortgage lending; advisory services and investment banking; and transaction banking services comprising cash management, securities, account, and clearing and settlement services, as well as Internet and mobile banking services. The company was formerly known as ForeningsSparbanken AB and changed its name to Swedbank AB (publ) in September 2006. Swedbank AB (publ) was founded in 1820 and is headquartered in Sundbyberg, Sweden."
DANSKE.CO,Danske Bank A/S,DKK,Financial Services,Banks - Regional,303888728064.0,12.987595,11.541389,1.8223753,,4.51,,0.13951999,0.0062300004,0.41053,0.56159,,0.152,0.08,29.02,32.65638,"Danske Bank A/S provides various banking products and services to corporate, institutional, and international clients. The company offers banking, mortgage finance, insurance, pension, real-estate brokerage, asset management, trading in fixed income products, foreign exchange, and equities. It also provides advisory services to personal and private banking customers. In addition, the company offers financing, risk management, investment, and financial advisory services for large corporates and institutions; healthcare solutions; and online and mobile banking services. It operates in Denmark, Finland, Sweden, Norway, the United Kingdom, Ireland, Lithuania, Luxembourg, Poland, and the United States of America. The company was founded in 1871 and is headquartered in Copenhagen, Denmark."
SEB-A.ST,Skandinaviska Enskilda Banken AB (publ),SEK,Financial Services,Banks - Regional,445775446016.0,14.617347,14.515516,1.979172,,3.69,,0.14083,0.00736,0.41787,0.54662997,,0.076,0.023,15.68,15.79,"Skandinaviska Enskilda Banken AB (publ) provides corporate, retail, investment, and private banking services. It operates through Corporate & Investment Banking, Business & Retail Banking, Wealth & Asset Management, and Baltic segments. The company offers core banking products comprising loans, leasing, cards, and payment-related products; life insurance and pension solutions; capital market products consisting of trading and issues on financial markets; fund management; treasury services; structured financing solutions for commercial real estate, infrastructure projects, and shipping; investment banking services, including advisory, execution, and financing solutions for mergers and acquisitions, equities, leveraged finance, and debt capital markets; execution, advisory, and research for fixed income, currencies, and commodities; trade finance and asset solutions; and post-trade services, including sub-custody and global custody services. It also provides cash management products, including liquidity and integration services; venture capital; investor services; markets and trading services, such as equities, fixed income, commodities, foreign exchange, trading, sustainable financial products, prime brokerage, and derivatives clearing; trade and supply chain financing, including trade and export finance, and receivables and supply chain finance; private wealth management services; as well as invests in funds, equities, fixed income, commodities, and private equity. The company serves large corporates, financial institutions, private individuals, and small and medium-sized companies. It operates in Sweden, Denmark, Finland, Norway, Estonia, Latvia, Lithuania, Germany, the United Kingdom, Austria, the Netherlands, Switzerland, China, Hong Kong, Ireland, Luxembourg, Poland, Singapore, the United States, Ukraine, Russia, and internationally. Skandinaviska Enskilda Banken AB (publ) was founded in 1856 and is headquartered in Stockholm, Sweden."
SIKA.SW,Sika AG,CHF,Basic Materials,Specialty Chemicals,29601040384.0,28.21101,22.24143,4.343936,18.095,2.02,1024162496.0,0.16042,0.06039,0.0937,0.14255,89.155,-0.006,-0.015,6.54,8.29533,"Sika AG, a specialty chemicals company, develops, produces, and sells systems and products for bonding, sealing, damping, reinforcing, and protecting in the building sector and motor vehicle industry worldwide. It offers admixtures and additives for concrete, cement, and mortar production;waterproofing solutions, such as flexible membrane systems, liquid-applied membranes, joint waterproofing systems, waterproofing mortars, and injection resins under the SikaProof brand for commercial and residential basements, tunnels, bridges, and water retaining structures; and flat roofing systems, including both flexible sheet and liquid-applied membranes under the Sika Sarnafil brand, as well as vapor control layers, adhesives, insulation, fixation, roof drainage, and accessories. The company also provides adhesives and grouts, systems for under-tile waterproofing, sound reduction, decorative finishes, and exterior insulation finishing systems; flooring solutions, such as synthetic resin and cementitious systems for industrial and commercial settings; and sealants, adhesives, spray foams, and tapes for commercial, industrial, residential, and infrastructure construction projects. It serves automobile and commercial vehicle assembly, industrial lamination, renewable energy, home appliances, and advanced resins industries. The company was founded in 1910 and is headquartered in Baar, Switzerland."
ORA.PA,Orange S.A.,EUR,Communication Services,Telecom Services,40358305792.0,10.260136,12.993293,1.2681644,7.521,4.7,6392249856.0,0.14163,0.032509997,0.09983,0.12507,161.477,,0.055,1.48,1.16868,"Orange S.A. operates as a telecommunications operator in France and internationally. The company offers mobile services, such as voice, SMS, and data; and fixed broadband and narrowband services, as well as B2B fixed solutions and network services, including voice and data services. It also sells handsets, broadband equipment, connected devices, and accessories. In addition, it provides IT and integration services comprising unified communication and collaboration services, such as LAN and telephony, consultancy, integration, and project management; hosting and infrastructure services, including cloud computing; customer relations management and other applications services; security services; and video conferencing, as well as sells related equipment. Further, the company offers national and international roaming services; online advertising services; and mobile virtual network operator, network sharing, and mobile financial services, as well as sells equipment to external distributors, brokers, and operators. It markets its products and services under the Orange brand name. The company has a strategic collaboration with Nokia and NVIDIA for the development and evaluation of AI-RAN technologies The company was formerly known as France Telecom and changed its name to Orange S.A. in July 2013. Orange S.A. was incorporated in 1991 and is headquartered in Issy-les-Moulineaux, France."
SDZ.SW,Sandoz Group AG,CHF,Healthcare,Drug Manufacturers - Specialty & Generic,30132713472.0,56.16129,18.45623,4.154204,21.255,1.22,1372999936.0,0.07249,0.03066,0.05533,0.042529996,68.915,-0.713,0.099,1.24,3.7732515,"Sandoz Group AG develops, manufactures, and markets generic and biosimilars worldwide. The company covers therapeutic areas, including cardiovascular, central nervous system, oncology, infectious diseases, pain and respiratory, supportive care, rare diseases, diabetes, immunology, endocrinology, neurology, osteoporosis, nephrology, hematology, and ophthalmology. It also provides a portfolio of active pharmaceutical ingredients and finished dosage forms. The company has a strategic collaboration with Shanghai Henlius Biotech, Inc. to broaden patient access to biosimilar medicines. Sandoz Group AG was founded in 1886 and is headquartered in Basel, Switzerland."
GALD.SW,Galderma Group AG,CHF,Healthcare,Drug Manufacturers - Specialty & Generic,37660012544.0,52.77778,29.47025,5.613098,27.912,0.23,874625024.0,0.10825,0.05355,0.1457,0.20235,33.061,1.307,0.277,3.06,5.480103,"Galderma Group AG operates as a dermatology company worldwide. The company delivers a science-based portfolio of brands and services for the dermatology market, including injectable aesthetics, dermatological skincare, and therapeutic dermatology. Its portfolio of flagship brands includes Azzalure, ALLUZIENCE, Dysport, Restylane, Restylane Skinboosters, Sculptra, Cetaphil, ALASTIN, Soolantra, Epiduo, Epiduo Forte, Differin, AKLIEF, Oracea, Metvix, NEMLUVIO, Relfydess, Benzac, and Loceryl in therapeutic dermatology. The company was founded in 1981 and is headquartered in Zug, Switzerland."
ASSA-B.ST,ASSA ABLOY AB (publ),SEK,Industrials,Security & Protection Services,388993875968.0,23.742374,19.26828,3.498362,15.612,1.86,18395125760.0,0.15566,0.07118,0.10823,0.16870001,64.103,0.159,0.033,14.75,15.31,"ASSA ABLOY AB (publ) provides door opening and access products for the institutional, commercial, and residential markets. It operates through Europe, the Middle East, India, and Africa (EMEIA); North and South America (Americas); Asia and Oceania (Asia Pacific); Global Technologies; and Entrance Systems divisions. The company offers digital access solutions, such as electronic access control ecosystem, wireless and keyed access solutions, and standalone access and electrochemical solutions; swing, revolving, and sliding doors; hinges, lever handles, mortise lockcases, euro profile cylinders, panic exit devices, door closers, floor springs, pull handles, and general hardware; wooden and steel doors; and security entrance control and loading dock equipment. It also provides repair and maintenance, and digital services; building specification; and educational program and training services. In addition, the company's technology platforms for hi-tech door and entrance environments include Aperio, CLIQ, Hi-O, Incedo, and Seos. Further, it provides Openings Studio, a building information modeling software that integrates with design software to create and visualize openings for door, frame, and hardware specifications. The company offers its products under the ASSA ABLOY, Yale, ABLOY, Vachette, TESA, Kwikset, Baldwin, Weiser, Sargent, Curries, Norton Rixson, Papaiz, Odis, Philips, PanPan, Gateman, Lockwood, and HID brands. It sells its products through distributors and wholesalers. The company serves aviation, education, distribution and logistics, entertainment and public facilities, finance and banking, government and military, healthcare, hospitality, industry and manufacturing, mining, office and enterprise, residential, retail, shipyards, and transportation, hospitality, heavy, construction, critical infrastructure, key and asset management, marine, self-storage, and senior care industries. ASSA ABLOY AB (publ) was founded in 1881 and is based in Stockholm, Sweden."
ALC.SW,Alcon Inc.,CHF,Healthcare,Medical Instruments & Supplies,25939243008.0,50.14953,14.85675,1.455245,12.344,0.51,1272749952.0,0.029409999,0.02799,0.0592,0.1463,24.537,,0.087,1.07,3.6118264,"Alcon Inc. researches, develops, manufactures, distributes, and sells eye care products worldwide. The company operates through two segments, Surgical and Vision Care. It offers equipment, instrumentation and diagnostics, intraocular lenses (IOLs), and other implantables; and consumables, including viscoelastics, surgical solutions, incisional instruments, surgical custom packs, and other products for surgical procedures. The company's cataract products include Unity CS, LenSx laser system, Verion reference unit and Verion digital marker, ARGOS biometer, SMARTCATARACT health platform, NGENUITY 3D visualization system, LuxOR surgical ophthalmic microscope, and ORA system for intra-operative measurements; ADI cloud-based platform; and implantable products, including monofocal, Toric, and Presbyopia-Correcting IOLs, as well as delivery systems, such as AutonoMe and UltraSert. In addition, it provides Custom Pak surgical procedure packs vitreoretinal products comprising constellation vision systems, procedure packs, lasers and hand-held microsurgical instruments, Grieshaber, MIVS instruments; scissors, forceps and micro-instruments, medical grade vitreous tamponades, and Hypervit probes; and refractive surgery products, including WaveLight and Contoura Vision used for LASIK refractive procedure. Further, the company offers daily disposable, reusable, and color-enhancing contact lenses; ocular health products, such as dry eye, ocular allergies, glaucoma, and contact lens care, as well as ocular vitamins and redness relievers. The company was formerly known as Alcon Universal S.A. and changed its name to Alcon Inc. in December 2001. Alcon Inc. was founded in 1945 and is headquartered in Geneva, Switzerland."
VOD.L,Vodafone Group Public Limited Company,GBp,Communication Services,Telecom Services,29315457024.0,,11.786317,0.67389387,8.272,3.03,5167374848.0,0.0010899999,0.01523,-0.00981,0.07783,100.153,,,-0.01,0.10762479,"Vodafone Group Public Limited Company provides telecommunication services in Germany, the United Kingdom, rest of Europe, Turkey, and South Africa. It offers mobile and fixed services; connectivity business solutions, such as digital services, the Internet of Things (IoT) and financial services; and IoT platforms. The company also provides cloud, multi-cloud, and edge computing solutions; M-PESA, an African mobile money platform to make payments and offer financial services; and international voice and roaming services. In addition, it offers unified communications, mobile connectivity, IoT connectivity, cloud and edge, E2E solutions, and security services; leases fibre and other fixed connectivity services; and engages in infrastructure assets, shared operations, growth platforms, retail, and service operations. The company serves private and public sector customers in health, banking and finance, transport and logistics, retail, utilities, and agriculture industries. Vodafone Group Public Limited Company was incorporated in 1984 and is based in Newbury, the United Kingdom."
EXPN.L,Experian plc,GBp,Industrials,Consulting Services,24561373184.0,23.01653,16.256584,6.084678,12.001,1.86,911249984.0,0.28258,0.09696,0.17785999,0.25029,100.322,0.231,0.123,1.21,1.7017704,"Experian plc, together with its subsidiaries, operates as a data and technology company in North America, Latin America, the United Kingdom, Ireland, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments: Business-to-Business and Consumer Services. The company provides data, software, and AI-enabled analytics integrate directly into client workflows to support decisioning, risk management, fraud prevention and customer engagement at scale; credit information, affordability insights, identity protection and personalized offers. It serves its customers in financial service, health, automotive, and marketing services. The company was formerly known as Experian Group Limited and changed its name to Experian plc in July 2008. Experian plc was founded in 1826 and is headquartered in Dublin, Ireland."
PRU.L,Prudential plc,GBp,Financial Services,Insurance - Life,24144166912.0,9.216433,9.476223,1.6780717,4.363,2.09,4138874880.0,0.18744,0.016,0.25494,0.28047,28.701,-0.23,-0.018,1.06,1.03094,"Prudential plc, through its subsidiaries, provides life and health insurance, and asset management solutions to individuals in Asia and Africa. It offers savings and investments products; and wealth, health, and protection products. The company was founded in 1848 and is headquartered in Central, Hong Kong."
KBC.BR,KBC Group NV,EUR,Financial Services,Banks - Regional,52699197440.0,14.712072,11.686457,2.065165,,3.87,,0.13664,0.00925,0.29586,0.44517,,0.132,0.066,9.03,11.36786,"KBC Group NV, together with its subsidiaries, provides banking, insurance, and asset management services in Belgium, Bulgaria, the Czech Republic, Hungary, and Slovakia. The company offers demand deposits, time deposits, and savings and current accounts; home and mortgage loans; home insurance; consumer finance and SME funding services, investment fund, and life and non-life insurance; cash management, payments, trade finance, leasing, corporate finance, money and capital market products; and other financial services, such as factoring and stockbroking services. It also provides digital and mobile banking services. In addition, the company engages in the credit institution, software, driving school/roadside assistance business. It primarily serves retail, private banking, small and medium sized enterprises, and mid-cap clients. The company was formerly known as KBC Bank and Insurance Holding Company NV and changed its name to KBC Group NV in March 2005. KBC Group NV was incorporated in 1935 and is headquartered in Brussels, Belgium."
ADYEN.AS,Adyen N.V.,EUR,Technology,Software - Infrastructure,28454203392.0,25.334457,19.288755,4.8155823,13.045,,-1190886784.0,0.21271,0.052449998,0.43555,0.43617,6.928,0.129,0.189,35.58,46.73189,"Adyen N.V. operates a payments platform in Europe, the Middle East, Africa, North America, the Asia Pacific, and Latin America. Its platform integrates payments stack, including gateway, risk management, processing, acquiring, and settlement services. The company offers a back-end infrastructure for authorizing. It accepts payment through online, in-person payments, cross channel, and Adyen for Platforms. The company also provides optimization services, including Adyen Uplift, protect, authenticate and tokenize. In addition, it offers financial products, such as accounts, capital, issuing, and payouts. It serves digital, mobility, SaaS platforms, retail, food and beverages, subscription, and travel and hospitality businesses. The company was incorporated in 2006 and is based in Amsterdam, the Netherlands."
AD.AS,Koninklijke Ahold Delhaize N.V.,EUR,Consumer Defensive,Grocery Stores,27881744384.0,12.713147,10.910633,1.930196,8.167,3.86,2912000000.0,0.15675999,0.04716,0.02448,0.03954,133.34,-0.002,0.003,2.51,2.92467,"Koninklijke Ahold Delhaize N.V. operates retail food stores and e-commerce in the Netherlands, the United States, and internationally. The company's stores offer produce, dairy, meat, deli, bakery, seafood, and frozen products; grocery, beer, and wine; floral, pet food, health and beauty care, kitchen and cookware, gardening tools, general merchandise articles, electronics, newspapers and magazines, and tobacco; gasoline; and pharmacy products. It operates its supermarkets, convenience stores, and online stores under the Albert, Albert Heijin, Alfa Beta Vassilopoulos, bol, Delhaize, ENA, Food Lion, Gall & Gall, Giant Food, The GIANT Company, Hannaford, Maxi, Mega Image, Stop & Shop, Profi, and Super Indo brands. The company was formerly known as Koninklijke Ahold N.V. and changed its name to Koninklijke Ahold Delhaize N.V. in July 2016. The company was founded in 1867 and is headquartered in Zaandam, the Netherlands."
MT.AS,ArcelorMittal S.A.,EUR,Basic Materials,Steel,49074237440.0,31.660196,9.866006,1.0407103,11.192,0.8,-779124992.0,0.03284,0.01626,0.02883,0.06294,25.379,-0.617,0.052,2.06,6.610578,"ArcelorMittal S.A., together with its subsidiaries, operates as integrated steel and mining companies in the Americas, Europe, Asia, and Africa. It offers semi-finished flat products, including slabs; finished flat products comprising plates, hot- and cold-rolled coils and sheets, hot-dipped and electro-galvanized coils and sheets, tinplate, and color coated coils and sheets; semi-finished long products, such as blooms and billets; finished long products consisting of bars, wire-rods, structural sections, rails, sheet piles, and wire-products; and seamless and welded pipes and tubes. The company also provides mining products, such as iron ore lumps, fines, concentrate, pellets, and sinter feeds; and coking coal. It sells its products to various customers in the automotive, appliance, engineering, construction, energy, and machinery industries through a centralized marketing organization, and distributors. The company operates iron ore mining activities in Brazil, Bosnia, Liberia, Mexico, South Africa, and Ukraine, as well as in India and in Canada. ArcelorMittal S.A. was founded in 1976 and is headquartered in Luxembourg, Luxembourg."
STMMI.MI,STMicroelectronics N.V.,EUR,Technology,Semiconductors,38914826240.0,,30.725353,2.56622,13.101,0.73,106000000.0,0.02686,0.02091,0.03558,0.06883,23.446,,0.261,-0.05,1.42,"STMicroelectronics N.V., together with its subsidiaries, designs, develops, manufactures, and sells semiconductor products in Europe, the Middle East, Africa, the Americas, and the Asia Pacific. The company operates through Analog products, MEMS and Sensors Group (AM&S); Power and Discrete products (P&D); Embedded Processing (EMP); and RF Products (D&RF) segments. It offers industrial application-specific integrated circuits (ASICs) and application-specific standard products (ASSPs); power management solutions; custom analog ICs, wireless charging solutions; galvanic isolated gate and LED drivers; converters, transistors, intelligent power switches, clocks and timers, comparators, and current-sense amplifiers; micro-electro-mechanical systems (MEMS) sensors, including accelerometers, gyroscopes, magnetic sensors, pressure, temperature, presence detection, biosensors, machine learning, and edge AI processing smart sensors, as well as thermal and piezoelectric actuators; and optical sensing solutions. The company also provides silicon MOSFETs, SiC MOSFETs, IGBTs, thyristors, rectifiers, and power modules and bipolar transistors; microcontrollers, and automotive microcontrollers and secured; radio frequency (RF) communications and ASICs; car infotainment products; ultra-wide band and radar systems; and Connected Security Products; and automotive driver assistance systems. It serves automotive, industrial, personal electronics and communications equipment, and computers and peripherals markets. STMicroelectronics N.V. was incorporated in 1987 and is headquartered in Schiphol, the Netherlands."
VWS.CO,Vestas Wind Systems A/S,DKK,Industrials,Specialty Industrial Machinery,204055592960.0,25.370598,16.89906,6.937345,99.058,0.36,521500000.0,0.30938998,0.0375,0.05434,0.09422,89.155,8.333,0.261,8.23,12.355718,"Vestas Wind Systems A/S engages in the design, manufacture, installation, and services of wind turbines the United States, Denmark, and internationally. It operates through two segments, Power Solutions and Service. The Power Solutions segment offers onshore and offshore wind power plants, wind turbines, development sites, etc. The Service segment engages in the sale of service contracts, spare parts, and related activities. Vestas Wind Systems A/S was founded in 1898 and is headquartered in Aarhus, Denmark."
SLHN.SW,Swiss Life Holding AG,CHF,Financial Services,Insurance - Diversified,25933422592.0,20.204659,18.094793,4.107285,-23.063,3.96,-9873375232.0,0.19368,0.00559,0.10852,0.16698,257.891,0.119,0.034,45.93,51.28547,"Swiss Life Holding AG provides life, pensions, and financial solutions for private and corporate clients. It operates through Switzerland, France, Germany, International, Asset Managers, and Other segments. The company offers a various life, pension, health, annuity, and investment-type policies to groups and individuals, as well as disability coverage. It also provides property and casualty, liability and motor, accident, health, and payment protection insurance products. In addition, the company manages assets and provides advisory services. Further, it engages in the private equity, information technology, real estate, finance, banking, reinsurance, brokering, and investment funds businesses. Additionally, the company distributes its products through its sales force and distribution partners. It provides its products under the Swiss Life Select, Tecis, Horbach, Proventus, and Chase de Vere brands. The company also operates in the United Kingdom and Luxembourg. Swiss Life Holding AG was founded in 1857 and is headquartered in Zurich, Switzerland."
ABN.AS,ABN AMRO Bank N.V.,EUR,Financial Services,Banks - Diversified,35783827456.0,15.794964,11.829171,1.309027,,3.18,,0.0912,0.00574,0.27692,0.435,,0.323,0.118,2.78,3.71201,"ABN AMRO Bank N.V. provides various banking products and financial services to retail, private, and corporate banking clients in the Netherlands, rest of Europe, the United States, Asia, and internationally. It operates through three segments: Personal & Business Banking, Wealth Management, and Corporate Banking. The company offers fixed deposits; home improvement; mortgage products; investment products; and car, home travel, and legal expenses insurances. It also provides pension savings; asset-based solutions, including working capital solutions, equipment leases, equipment loans and vendor lease services, clearing services, equity brokerage services, payment and credit cards services; and internet and online banking. The company was incorporated in 2009 and is headquartered in Amsterdam, the Netherlands. ABN AMRO Bank N.V. operates as a subsidiary of Stichting Administratiekantoor Continuïteit Abn Amro Bank."
GIVN.SW,Givaudan SA,CHF,Basic Materials,Specialty Chemicals,30204868608.0,31.56473,24.926458,6.8616242,22.007,2.2,605625024.0,0.22337,0.07079,0.1288,0.18821,110.755,-0.2,-0.017,103.66,131.26614,"Givaudan SA engages in the manufacture, supply, and sale of fragrance, beauty, taste, and wellbeing products to the consumer goods industry. It operates in two divisions, Fragrance & Beauty, and Taste & Wellbeing. The Fragrance & Beauty division offers fine fragrances; consumer products, such as personal, home, fabric, and oral care; fragrance ingredients; and active beauty products. The Taste & Wellbeing division provides beverages, such as fizzy drinks, bottled waters, ready-to-drink juices, and alcoholic drinks; dairy and cheese products, including dairy drinks, yoghurt, ice cream, chilled desserts, cream cheese, and spreads; snacks; givaudan flavour ingredients; savory, and supplements and nutraceutical products; and biscuits, crackers, and cereals, as well as confectionery products, such as chewing gums, chocolates, and sweets. It operates in Switzerland, Europe, Africa, the Middle East, North America, Latin America, and the Asia Pacific. Givaudan SA was founded in 1796 and is headquartered in Vernier, Switzerland."
BMPS.MI,Banca Monte dei Paschi di Siena S.p.A.,EUR,Financial Services,Banks - Regional,36205793280.0,9.93,13.360542,1.3712314,,7.2,,0.15022,0.01623,0.52342,0.54271,,-0.472,0.995,1.2,0.89188,"Banca Monte dei Paschi di Siena S.p.A., together with its subsidiaries, provides various banking products and services in Italy and internationally. It operates through four segments: Retail Banking, Wealth Management, Corporate Banking, and Large Corporate and Investment Banking. The company offers savings and deposit accounts, cards, advanced payment systems, insurance products, pensions, mortgages, and loans, as well as financial advisory, electronic payment, self-service customer operations, and consultancy services. It also provides asset management, financial planning, consultancy on non-financial services, and fiduciary and trust services; and credit intermediation, collaboration with trade associations, factoring offers, and third-party custody and storage services for dairy products. In addition, the company offers corporate and structured finance, medium and long-term credit, and specialized support, as well as leasing and bancassurance. It serves private customers, corporate and large group clients, and small and medium enterprises. The company was founded in 1472 and is headquartered in Siena, Italy."
ADS.DE,adidas AG,EUR,Consumer Cyclical,Footwear & Accessories,25025239040.0,18.326921,12.298182,4.201693,11.164,1.94,952300032.0,0.24324,0.066989996,0.052950002,0.08513,94.127,-0.024,0.133,7.8,11.64338,"adidas AG, together with its subsidiaries, designs, develops, produces, and markets a range of athletic and sports lifestyle products in Europe, Greater China, Japan, South Korea, Latin America, North America, and internationally. The company offers footwear and apparel, as well as accessories and gear, including bags, balls, sunglasses, and fitness equipment under the adidas brand; golf footwear and apparel under the adidas Golf brand; and outdoor footwear under the Five Ten brand. It sells its products through its own retail stores, mono-branded franchise stores, shop-in-shops, joint ventures with retail partners, and co-branded stores, as well as through its wholesale and e-commerce platforms. The company was formerly known as adidas-Salomon AG and changed its name to adidas AG in June 2006. adidas AG was founded in 1920 and is headquartered in Herzogenaurach, Germany."
UCB.BR,UCB SA,EUR,Healthcare,Biotechnology,40001007616.0,18.549955,15.102891,3.432367,12.745,0.7,1098000000.0,0.20565,0.089770004,0.25739,0.33326,30.788,1.348,0.225,11.31,13.89138,"UCB SA, a biopharmaceutical company, develops products and solutions for people with neurology and immunology diseases worldwide. The company offers Cimzia for ankylosing spondylitis (AS), axial spondyloarthritis, Crohn's disease, non-radiographic axial spondyloarthritis, plaque psoriasis, psoriatic arthritis, polyarticular juvenile idiopathic arthritis, and rheumatoid arthritis; Vimpat, Keppra, and Briviact for epilepsy; and Neupro for Parkinson's disease and restless legs syndrome. It also provides Nayzilam, a nasal spray rescue treatment for epilepsy seizure clusters; and Zyrtec and Xyzal for allergies. In addition, the company offers Evenity for the treatment of osteoporosis in postmenopausal women; Bimzelx to treat plaque psoriasis, psoriatic arthritis, hidradenitis suppurativa, and axial spondyloarthritis; Fintepla for the treatment of Dravet and Lennox-Gastaut syndrome; and RYSTIGGO and ZILBRYSQ to treat people living with generalized myasthenia gravis. Further, it develops KYGEVVI (doxecitine/doxribtimine) for thymidine kinase 2 deficiency disorder; fenfluramine to treat CDKL5 deficiency disorder, and RETT-Syndrome; dapirolizumab pegol for systemic lupus erythematosus; STACCATO alprazolam for treating stereotypical prolonged seizures; bepranemab to treat Alzheimer's disease; and UCB9741 for atopic dermatitis, non cystic fibrosis bronchiectasis, and chronic obstructive pulmonary disease. Additionally, it engages in the contract manufacturing activities. The company was incorporated in 1925 and is headquartered in Brussels, Belgium."
ERIC-B.ST,Telefonaktiebolaget LM Ericsson (publ),SEK,Technology,Communication Equipment,330789486592.0,13.733062,14.737038,3.220732,9.094,3.03,30705874944.0,0.26077,0.069460005,0.10831001,0.12484,37.682,-0.109,-0.061,7.38,6.36,"Telefonaktiebolaget LM Ericsson (publ), together with its subsidiaries, provides mobile connectivity solutions to communications service providers, enterprises, and the public sector in the Americas, Europe, the Middle East, Africa, Northeast Asia, Southeast Asia, Oceania, and India. It operates through Networks; Cloud Software and Services; Enterprise; and Other segments. The Networks segment offers hardware, software, and service offerings for intelligent, reliable and flexible 5G networks. This segment also provides energy-efficient RAN with an AI-native software architecture deployable on Ericsson silicon and third-party CPUs/GPUs; transport networks; and active/ passive antennas, as well as deployment and lifecycle management services. The Cloud Software and Services segment provides core networks, network management, business and operations support systems, and network operations delivered as managed services, including secure data and voice connectivity, service monetization and orchestration tools, and network management services. The Enterprise segment offers intelligent networking and advanced communications software solutions comprising global communications platform, wireless wide area networks (WWAN), and private 5G networks. The Other segment includes RedBee Media that prepares and distributes live and on-demand video services for broadcasters, sports leagues, and communications service providers. The company has a strategic collaboration with T-Mobile US, Inc for the development of AI-native Scheduler with Link Adaptation software. The company was formerly known as Allmanna Telefon AB LM Ericsson and changed its name to Telefonaktiebolaget LM Ericsson (publ) in January 1926. Telefonaktiebolaget LM Ericsson (publ) was founded in 1876 and is headquartered in Stockholm, Sweden."
AV.L,Aviva plc,GBp,Financial Services,Insurance - Diversified,21332144128.0,41.95294,10.27266,2.181707,2.239,5.63,-2287000064.0,0.07078,0.0046,0.020569999,0.077659994,60.722,-0.437,0.169,0.17,0.69427,"Aviva plc provides various insurance, retirement, and wealth products in the United Kingdom, Ireland, Canada, India, and China. It operates through General Insurance; Insurance, Wealth & Retirement; Aviva Investors; and International Investments segments. The company offers gadget, home, motor, pet, and health insurance, as well as commercial, specialty insurance and protection. It also provides life insurance, long-term health and accident insurance, savings, pension, and annuity products, as well as pension fund and lifetime mortgage products; insurance cover to individuals, small and medium-sized businesses for risks associated with motor vehicles and medical expenses, as well as property and liability, such as employers' and professional indemnity liabilities; and personal and commercial lines insurance products for risks associated motor, property, and liability. In addition, the company offers investment management services for institutional pension fund mandates; and manages various retail investment products, including fixed income, equities, multi-asset, real estate and infrastructure for third-party financial institutions, pension funds, public sector organizations, investment professionals, and private investors. It markets its products through a network of insurance brokers, affinity partners, and banks, as well as MyAviva platform price comparison websites. The company was formerly known as CGNU plc and changed its name to Aviva plc in July 2002. Aviva plc was founded in 1696 and is headquartered in London, the United Kingdom."
